,,,,,,4,,,,,,,,,,,,,
Pais,Nivel,Jornada,Zona,TIPO DE PROMO,ANTIGÜEDAD LEAD,1er pago,2do pago,3er pago,4to pago,5to pago,Nombre paquete,Nombre escalonado,Posicionamiento,Precio de lista,Nombre paquete ejecutivo,Nombre escalonado ejecutivo,Nombre paquete Hibrido,Nombre escalonado Hibrido,Nombre escalonado con titulo
Argentina,Maestria,,Centro,Princing Provincia / Semestral,RMKT,230600,230600,230600,230600,230600,ARG3.SEMESTRAL.5%.RMKT.TIT.PLATZI.MAE.1.10.26,,,483000,,,,,
Argentina,Maestria,,Centro,Princing Provincia / Semestral,SUPER PROMO,241200,241200,241200,241200,241200,ARG3.SEMESTRAL.5%.SUPE.TIT.PLATZI.MAE.1.10.26,,,483000,,,,,
Argentina,Doctorado,,Centro,Princing Buenos Aires / Semestral,Hotlead,209500,402200,402200,402200,402200,ARG3.HOTL.TIT.PLATZI.DOC.4.10.26,,,668300,,,,,
Argentina,Doctorado,,Centro,Princing Buenos Aires / Semestral,RMKT,182800,349100,349100,349100,349100,ARG3.RKMT.TIT.PLATZI.DOC.4.10.26,,,668300,,,,,
Argentina,Doctorado,,Centro,Princing Buenos Aires / Semestral,SUPER PROMO,191600,366900,366900,366900,366900,ARG3.SUPE.TIT.PLATZI.DOC.4.10.26,,,668300,,,,,
Argentina,Doctorado,,Centro,Princing Provincia / Semestral,Hotlead,199700,382900,382900,382900,382900,ARG3.5%.HOTL.TIT.PLATZI.DOC.4.10.26,,,668300,,,,,
Argentina,Doctorado,,Centro,Princing Provincia / Semestral,RMKT,174500,332400,332400,332400,332400,ARG3.5%.RKMT.TIT.PLATZI.DOC.4.10.26,,,668300,,,,,
Argentina,Doctorado,,Centro,Princing Provincia / Semestral,SUPER PROMO,183000,349300,349300,349300,349300,ARG3.5%.SUPE.TIT.PLATZI.DOC.4.10.26,,,668300,,,,,
USA,Maestria,,Centro,Princing Medio,Hotlead,187,263,278,294,309,USA.P1.MAE.INT.,P2.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,Hotlead,212,288,303,319,334,USA.P1.MAE.INT.,P2.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,Hotlead,225,301,316,332,347,USA.P1.MAE.INT.,P2.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,Hotlead,237,313,328,344,359,USA.P1.MAE.INT.,P2.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,Hotlead,217,293,308,324,339,USA.P1.MAE.INT.,P2.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,Hotlead,217,293,308,324,332,USA.INGLES.P1.MAE.INT.,P1.USA.INGLES.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,RMKT+30,142,229,260,276,291,USA.P2.MAE.INT.,P3.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,RMKT+30,167,254,285,301,316,USA.P2.MAE.INT.,P3.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,RMKT+30,180,267,298,314,329,USA.P2.MAE.INT.,P3.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,RMKT+30,192,279,310,326,341,USA.P2.MAE.INT.,P3.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,RMKT+30,172,259,290,306,321,USA.P2.MAE.INT.,P3.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,RMKT+30,172,259,290,306,314,USA.INGLES.P2.MAE.INT.,P2.USA.INGLES.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,RMKT+60,133,199,237,250,263,USA.P3.MAE.INT.,P4.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,RMKT+60,158,224,262,275,288,USA.P3.MAE.INT.,P4.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,RMKT+60,171,237,275,288,301,USA.P3.MAE.INT.,P4.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,RMKT+60,183,249,287,300,313,USA.P3.MAE.INT.,P4.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,RMKT+60,163,229,267,280,293,USA.P3.MAE.INT.,P4.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,RMKT+60,163,229,267,280,286,USA.INGLES.P3.MAE.INT.,P3.USA.INGLES.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,SUPER PROMO,169,237,251,264,297,USA.P4.MAE.INT.,P5.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,SUPER PROMO,194,262,276,289,322,USA.P4.MAE.INT.,P5.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,SUPER PROMO,207,275,289,302,335,USA.P4.MAE.INT.,P5.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,SUPER PROMO,219,287,301,314,347,USA.P4.MAE.INT.,P5.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,SUPER PROMO,199,267,281,294,327,USA.P4.MAE.INT.,P5.USA.MAE4M,,600,,,,,
USA,Maestria,,Centro,Princing Medio,SUPER PROMO,199,267,281,294,320,USA.INGLES.P4.MAE.INT.,P4.USA.INGLES.MAE4M,,600,,,,,
USA,Doctorado,,Centro,Princing Medio,Hotlead,248,348,368,389,409,USA.P1.DOC.,P2.USA.DOC4M,,841,,,,,
USA,Doctorado,,Centro,Princing Medio,Hotlead,268,368,388,409,429,USA.P1.DOC.,P2.USA.DOC4M,,841,,,,,
USA,Doctorado,,Centro,Princing Medio,Hotlead,288,388,408,429,449,USA.P1.DOC.,P2.USA.DOC4M,,841,,,,,
USA,Doctorado,,Centro,Princing Medio,RMKT+30,188,302,344,366,385,USA.P2.DOC.,P3.USA.DOC4M,,841,,,,,
USA,Doctorado,,Centro,Princing Medio,RMKT+30,208,322,364,386,405,USA.P2.DOC.,P3.USA.DOC4M,,841,,,,,
USA,Doctorado,,Centro,Princing Medio,RMKT+30,228,342,384,406,425,USA.P2.DOC.,P3.USA.DOC4M,,841,,,,,
USA,Doctorado,,Centro,Princing Medio,RMKT+60,191,278,314,331,348,USA.P3.DOC.,P4.USA.DOC4M,,841,,,,,
USA,Doctorado,,Centro,Princing Medio,RMKT+60,211,298,334,351,368,USA.P3.DOC.,P4.USA.DOC4M,,841,,,,,
USA,Doctorado,,Centro,Princing Medio,RMKT+60,231,318,354,371,388,USA.P3.DOC.,P4.USA.DOC4M,,841,,,,,
USA,Doctorado,,Centro,Princing Medio,SUPER PROMO,222,314,332,351,394,USA.P4.DOC.,P5.USA.DOC4M,,841,,,,,
USA,Doctorado,,Centro,Princing Medio,SUPER PROMO,242,334,352,371,414,USA.P4.DOC.,P5.USA.DOC4M,,841,,,,,
USA,Doctorado,,Centro,Princing Medio,SUPER PROMO,262,354,372,391,434,USA.P4.DOC.,P5.USA.DOC4M,,841,,,,,
El Salvador,Maestria,,Centro,Princing Medio,Hotlead,119,144,169,169,169,SAL.HOTL.TIT.MA.,,,215,,,,,
El Salvador,Maestria,,Centro,Princing Medio,Hotlead,144,169,194,194,194,SAL.HOTL.TIT.EQUSA.MA.,,,215,,,,,
El Salvador,Maestria,,Centro,Princing Medio,RMKT+30,104,125,147,147,147,SAL.RMKT1.TIT.MA.,,,215,,,,,
El Salvador,Maestria,,Centro,Princing Medio,RMKT+30,129,150,172,172,172,SAL.RMKT1.TIT.EQUSA.MA.,,,215,,,,,
El Salvador,Maestria,,Centro,Princing Medio,RMKT+60,99,119,139,139,139,SAL.RMKT2.TIT.MA.,,,215,,,,,
El Salvador,Maestria,,Centro,Princing Medio,RMKT+60,124,144,164,164,164,SAL.RMKT2.TIT.EQUSA.MA.,,,215,,,,,
El Salvador,Maestria,,Centro,Princing Medio,SUPER PROMO,113,137,160,160,160,SAL.SUPE.TIT.MA.,,,215,,,,,
El Salvador,Maestria,,Centro,Princing Medio,SUPER PROMO,138,162,185,185,185,SAL.SUPE.TIT.EQUSA.MA.,,,215,,,,,
El Salvador,Doctorado,,Centro,Princing Medio,Hotlead,128,155,181,181,181,SAL.HOTL.TIT.DOC.4.10.26,,,305,,,,,
El Salvador,Doctorado,,Centro,Princing Medio,Hotlead,148,175,201,201,201,SAL.HOTL.TIT.EQUSA.DOC.4.10.26,,,305,,,,,
El Salvador,Doctorado,,Centro,Princing Medio,RMKT+30,119,144,169,169,169,SAL.RMKT1.TIT.DOC.4.10.26,,,305,,,,,
El Salvador,Doctorado,,Centro,Princing Medio,RMKT+30,139,164,189,189,189,SAL.RMKT1.TIT.EQUSA.DOC.4.10.26,,,305,,,,,
El Salvador,Doctorado,,Centro,Princing Medio,RMKT+60,112,135,158,158,158,SAL.RMKT2.TIT.DOC.4.10.26,,,305,,,,,
El Salvador,Doctorado,,Centro,Princing Medio,RMKT+60,132,155,178,178,178,SAL.RMKT2.TIT.EQUSA.DOC.4.10.26,,,305,,,,,
El Salvador,Doctorado,,Centro,Princing Medio,SUPER PROMO,122,147,172,172,172,SAL.SUPE.TIT.DOC.4.10.26,,,305,,,,,
El Salvador,Doctorado,,Centro,Princing Medio,SUPER PROMO,142,167,192,192,192,SAL.SUPE.TIT.EQUSA.DOC.4.10.26,,,305,,,,,
R.Dominicana,Maestria,,Centro,Princing Medio,Hotlead,4190,4190,7154,7578,8425,DOM.P1.MAE.,P3.DOM.MAE4M,,19500,,,,,
R.Dominicana,Maestria,,Centro,Princing Medio,Hotlead,5055,5055,8019,8443,9290,DOM.P1.MAE.,P3.DOM.MAE4M,,19500,,,,,
R.Dominicana,Maestria,,Centro,Princing Medio,Hotlead,4190,4190,7154,7578,9910,DOM.P1.MAE.,P4.DOM.MAE4M,,19500,,,,,
R.Dominicana,Maestria,,Centro,Princing Medio,Hotlead,5675,5675,8639,9063,11395,DOM.P1.MAE.,P4.DOM.MAE4M,,19500,,,,,
R.Dominicana,Maestria,,Centro,Princing Medio,RMKT+30,2875,2875,6525,6671,7255,DOM.P2.MAE.,P5.DOM.MAE4M,,19500,,,,,
R.Dominicana,Maestria,,Centro,Princing Medio,RMKT+30,3740,3740,7390,7536,8120,DOM.P2.MAE.,P5.DOM.MAE4M,,19500,,,,,
R.Dominicana,Maestria,,Centro,Princing Medio,RMKT+30,2875,2875,6525,6671,8740,DOM.P2.MAE.,P6.DOM.MAE4M,,19500,,,,,
R.Dominicana,Maestria,,Centro,Princing Medio,RMKT+30,4360,4360,8010,8156,10225,DOM.P2.MAE.,P6.DOM.MAE4M,,19500,,,,,
R.Dominicana,Maestria,,Centro,Princing Medio,SUPER PROMO,3702,3702,6325,6700,7450,DOM.P3.MAE.,P7.DOM.MAE4M,,19500,,,,,
R.Dominicana,Maestria,,Centro,Princing Medio,SUPER PROMO,4567,4567,7190,7565,8315,DOM.P3.MAE.,P7.DOM.MAE4M,,19500,,,,,
R.Dominicana,Maestria,,Centro,Princing Medio,SUPER PROMO,3702,3702,6325,6700,8935,DOM.P3.MAE.,P8.DOM.MAE4M,,19500,,,,,
R.Dominicana,Maestria,,Centro,Princing Medio,SUPER PROMO,5187,5187,7810,8185,10420,DOM.P3.MAE.,P8.DOM.MAE4M,,19500,,,,,
R.Dominicana,Doctorado,,Centro,Princing Medio,Hotlead,6170,6170,10310,10902,12085,DOM.P1.DOC.,P3.DOM.DOC4M,,27500,,,,,
R.Dominicana,Doctorado,,Centro,Princing Medio,Hotlead,7035,7035,11175,11767,12950,DOM.P1.DOC.,P3.DOM.DOC4M,,27500,,,,,
R.Dominicana,Doctorado,,Centro,Princing Medio,Hotlead,6170,6170,10310,10902,13195,DOM.P1.DOC.,P4.DOM.DOC4M,,27500,,,,,
R.Dominicana,Doctorado,,Centro,Princing Medio,RMKT+30,4836,4836,8908,9519,10435,DOM.P2.DOC.,P5.DOM.DOC4M,,27500,,,,,
R.Dominicana,Doctorado,,Centro,Princing Medio,RMKT+30,5701,5701,9773,10384,11300,DOM.P2.DOC.,P5.DOM.DOC4M,,27500,,,,,
R.Dominicana,Doctorado,,Centro,Princing Medio,RMKT+30,4836,4836,8908,9519,11545,DOM.P2.DOC.,P6.DOM.DOC4M,,27500,,,,,
R.Dominicana,Doctorado,,Centro,Princing Medio,SUPER PROMO,5482,5482,9141,9664,10710,DOM.P3.DOC.,P7.DOM.DOC4M,,27500,,,,,
R.Dominicana,Doctorado,,Centro,Princing Medio,SUPER PROMO,6347,6347,10006,10529,11575,DOM.P3.DOC.,P7.DOM.DOC4M,,27500,,,,,
R.Dominicana,Doctorado,,Centro,Princing Medio,SUPER PROMO,5482,5482,9141,9664,11820,DOM.P3.DOC.,P8.DOM.DOC4M,,27500,,,,,
Guatemala,Maestria,,Centro,Princing Medio,Hotlead,917,1107,1297,1297,1297,GUA.HOTL.TIT.MA.,,,1390,,,,,
Guatemala,Maestria,,Centro,Princing Medio,RMKT+30,798,963,1127,1127,1127,GUA.RMKT1.TIT.MA.,,,1390,,,,,
Guatemala,Maestria,,Centro,Princing Medio,SUPER PROMO,871,1052,1232,1232,1232,GUA.SUPE.TIT.MA.,,,1390,,,,,
Guatemala,Doctorado,,Centro,Princing Medio,Hotlead,985,1189,1394,1394,1394,GUA.HOTL.TIT.DOC.4.10.26,,,1390,,,,,
Guatemala,Doctorado,,Centro,Princing Medio,RMKT+30,917,1107,1297,1297,1297,GUA.RMKT1.TIT.DOC.4.10.26,,,1390,,,,,
Guatemala,Doctorado,,Centro,Princing Medio,SUPER PROMO,935,1130,1324,1324,1324,GUA.SUPE.TIT.DOC.4.10.26,,,1390,,,,,
Peru,Maestria,,Centro,Princing Medio,Hotlead,192,359,441,680,680,PER.P5.MAE.,P7.PER.MAE3M,,1067,,,,,
Peru,Maestria,,Centro,Princing Medio,RMKT+30,183,337,414,644,644,PER.P6.MAE.,P8.PER.MAE3M,,1067,,,,,
Peru,Maestria,,Centro,Princing Medio,RMKT+60,170,311,380,600,600,PER.P7.MAE.,P9.PER.MAE3M,,1067,,,,,
Peru,Maestria,,Centro,Princing Medio,SUPER PROMO,187,347,427,657,657,PER.P8.MAE.,P10.PER.MAE3M,,1067,,,,,
Peru,Maestria,,Centro,Pricing Alto,Hotlead,200,370,450,796,796,PER.P9.MAE.,P11.PER.MAE3M,,1067,,,,,
Peru,Maestria,,Centro,Pricing Alto,RMKT+30,188,348,423,748,748,PER.P10.MAE.,P12.PER.MAE3M,,1067,,,,,
Peru,Maestria,,Centro,Pricing Alto,RMKT+60,172,318,387,685,685,PER.P11.MAE.,P13.PER.MAE3M,,1067,,,,,
Peru,Maestria,,Centro,Pricing Alto,SUPER PROMO,192,355,432,764,764,PER.P12.MAE.,P14.PER.MAE3M,,1067,,,,,
